id,text,language,scam_or_safe,scam_type,source,indicators,split
ss-000044,Flipkart mega win. Pay Rs 99 delivery for your iPhone at http://192.0.2.10/login.,en,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000046,"माँ, मैं होस्टल पहुँच गया। शाम को फोन करूँगा।",hi,safe,safe,synthetic_scamshield,none,train
ss-000048,तुरंत HDFC केवाईसी पूरा करें वरना आपका खाता ब्लॉक हो जाएगा http://verify-kyc.example.in/update,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000049,Urgent: complete HDFC video KYC on http://192.0.2.10/login to keep UPI active.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000051,"SBI helpline se call hai, ATM PIN verify karna hai abhi.",hinglish,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000053,"OTP [OTP] hai login ke liye, share mat karna.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000054,SBI KYC pending hai. Jaldi http://192.0.2.10/login pe update karo warna account band ho jayega.,hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000055,"आपका बैंक खाता सत्यापन लंबित है, कृपया तुरंत अपडेट करें abhi kare",hi,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,train
ss-000056,Axis आधिकारिक ऐप से ही बैंकिंग करें। कॉल पर पिन न बताएँ।,hi,safe,safe,synthetic_scamshield,none,train
ss-000058,"आई, घरची भाजी आली. पैसे पाठवू नकोस.",mr,safe,safe,synthetic_scamshield,none,train
ss-000059,Your payment of ₹899 has been received,hinglish,safe,safe,hf_karanverma19,none,train
ss-000061,Your ICICI KYC is pending. Update now at http://verify-kyc.example.in/update or your account will be frozen today.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000062,"Investment plan 40 percent return, jaldi http://192.0.2.10/login pe join karo.",hinglish,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000063,Your Aadhaar is suspended. Re-verify at http://verify-kyc.example.in/update.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000066,HDFC आधिकारिक ऐप से ही बैंकिंग करें। कॉल पर पिन न बताएँ।,hi,safe,safe,synthetic_scamshield,none,train
ss-000067,Urgent: complete ICICI video KYC on http://192.0.2.10/login to keep UPI active.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000068,"ICICI: UPI is active. Do not share UPI PIN with anyone, including people claiming to be staff.",en,safe,safe,synthetic_scamshield,none,train
ss-000071,Paytm रिफंड अटका है। http://verify-kyc.example.in/update पर पिन डालकर पाएं।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000072,"SBI se call aayega mat sochna, ATM PIN bata dena. Pehle http://verify-kyc.example.in/update pe verify karo.",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000074,ICICI खाते ब्लॉक होणार आहे. OTP http://verify-kyc.example.in/update वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000075,आपको PhonePe पर ₹25000 मिले हैं। क्रेडिट के लिए UPI पिन http://verify-kyc.example.in/update पर दर्ज करें।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000076,"PhonePe se refund aaya hai, UPI PIN http://verify-kyc.example.in/update pe daalo warna cancel ho jayega.",hinglish,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000077,पार्सल कस्टम में अटका है। ₹35 http://192.0.2.10/login पर दें।,hi,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000079,डॉक्टर का अपॉइंटमेंट सुबह 10 बजे है।,hi,safe,safe,synthetic_scamshield,none,train
ss-000082,IRCTC: ticket booked successfully. Show this SMS at boarding.,en,safe,safe,synthetic_scamshield,none,train
ss-000083,"HDFC se call aayega mat sochna, ATM PIN bata dena. Pehle http://verify-kyc.example.in/update pe verify karo.",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000085,Instagram: your account will be deleted. Login at http://verify-kyc.example.in/update to verify.,en,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,train
ss-000086,Kal college 9 baje milte hain.,hinglish,safe,safe,synthetic_scamshield,none,train
ss-000087,"Aapka parcel customs me atka hai, Rs 35 pay karke release kare http://verify-kyc.example.in/update",hinglish,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000088,Axis KYC pending hai. Jaldi http://verify-kyc.example.in/update pe update karo warna account band ho jayega.,hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000093,आपका ICICI कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://192.0.2.10/login खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000095,Your HDFC KYC is pending. Update now at http://verify-kyc.example.in/update or your account will be frozen today.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000100,Aapka HDFC account block ho raha hai. OTP share karo aur http://192.0.2.10/login kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000101,"Aapka ICICI ATM card block ho gaya hai, details update kare http://verify-kyc.example.in/update",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000102,Aapka SBI account block ho raha hai. OTP share karo aur http://verify-kyc.example.in/update kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000104,Your SBI video KYC appointment is booked in the official app only. Ignore other SMS links.,en,safe,safe,synthetic_scamshield,none,train
ss-000105,Your Google Pay payment of Rs 1 failed. Pay the remaining Rs 1 on http://192.0.2.10/login to receive a refund.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000106,Meeting moved to 4pm tomorrow in college lab.,en,safe,safe,synthetic_scamshield,none,train
ss-000107,उद्याची परीक्षा सकाळी १० वाजता आहे.,mr,safe,safe,synthetic_scamshield,none,train
ss-000108,"KBC me 25 lakh jeete ho, processing tax http://192.0.2.10/login pe bharo.",hinglish,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000109,"iPhone free mila hai, Rs 99 http://192.0.2.10/login pe delivery fee do.",hinglish,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000110,"Aapka email hack ho gaya, password http://verify-kyc.example.in/update pe reset karo.",hinglish,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000111,"HDFC se call aayega mat sochna, ATM PIN bata dena. Pehle http://192.0.2.10/login pe verify karo.",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000112,"SBI: Rs.250.00 credited to a/c XX12 on 06-Sep. Avl Bal Rs.5,000.00. Do not share OTP.",en,safe,safe,synthetic_scamshield,none,train
ss-000114,तुरंत ICICI केवाईसी पूरा करें वरना आपका खाता ब्लॉक हो जाएगा http://verify-kyc.example.in/update,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000115,"FASTag recharge Axis se ho gaya Rs.1,200.50.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000116,Collect cashback on Google Pay: enter UPI PIN at http://192.0.2.10/login now.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000118,Your Google Pay payment of Rs 1 failed. Pay the remaining Rs 1 on http://verify-kyc.example.in/update to receive a refund.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000119,"SBI: Rs.80.00 debited from a/c XX90 on 28-Jul at POS. If not you, use official SBI app.",en,safe,safe,synthetic_scamshield,none,train
ss-000120,"Instagram account delete ho raha hai, http://verify-kyc.example.in/update pe login karke save karo.",hinglish,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,train
ss-000121,"Axis व्हिडिओ केवायसी http://192.0.2.10/login वर पूर्ण करा, नाहीतर यूपीआय बंद होईल.",mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000122,You won a KBC prize of Rs 25 lakh. Pay processing tax at http://verify-kyc.example.in/update.,en,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000123,Google Pay वर पैसे अडकले आहेत. UPI पिन http://verify-kyc.example.in/update वर टाका.,mr,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000124,इन्स्टाग्राम अकाउंट बंद होगा। http://verify-kyc.example.in/update पर लॉगिन करो।,hi,scam,social_impersonation,synthetic_scamshield,social_impersonation|payment_request|urgency,train
ss-000127,HDFC KYC पूर्ण आहे. लिंक उघडू नका. OTP देऊ नका.,mr,safe,safe,synthetic_scamshield,none,train
ss-000128,Courier: address incomplete. Pay extra freight on http://192.0.2.10/login now.,en,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000130,"Aapka ICICI ATM card block ho gaya hai, details update kare http://192.0.2.10/login",hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000131,कॉलेज की छुट्टी सोमवार को है।,hi,safe,safe,synthetic_scamshield,none,train
ss-000132,आपका Axis KYC समाप्त हो गया है। खाता बंद होने से पहले http://verify-kyc.example.in/update पर अपडेट करें।,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000133,"Aapka SBI KYC expire ho gaya hai, account block hone se pehle link open karo http://192.0.2.10/login.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000134,झटपट कर्ज मंजूर. फी http://verify-kyc.example.in/update वर भरा.,mr,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000135,Stock tip: guaranteed 40% return this week. Pay advisory fee now.,en,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000136,"HDFC: UPI is active. Do not share UPI PIN with anyone, including people claiming to be staff.",en,safe,safe,synthetic_scamshield,none,train
ss-000137,"Google Pay payment successful hai, UPI ref [REF].",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000138,"HDFC व्हिडिओ केवायसी http://verify-kyc.example.in/update वर पूर्ण करा, नाहीतर यूपीआय बंद होईल.",mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000139,ICICI खाता संदिग्ध गतिविधि के कारण बंद होगा। http://verify-kyc.example.in/update पर OTP डालें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000141,ICICI अधिकृत संदेश: पिन शेअर करा आणि http://192.0.2.10/login उघडा.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000142,रिफंड मिळवण्यासाठी http://192.0.2.10/login वर पेमेंट कन्फर्म करा.,mr,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000143,"आपका बैंक खाता सत्यापन लंबित है, कृपया तुरंत अपडेट करें immediately",hinglish,scam,bank_impersonation,hf_karanverma19,urgency|bank_impersonation,train
ss-000144,"Aapka KYC expire ho gaya hai, turant link kholo http://192.0.2.10/login nahi to banking ruk jayegi.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000145,Amazon customer care: your order failed. Call this number and share OTP.,en,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000146,Work from home: Rs 1500/day. Pay Rs 499 registration at http://192.0.2.10/login.,en,scam,job,synthetic_scamshield,job_offer|payment_request|sensitive_info_request,train
ss-000147,ICICI KYC पूर्ण आहे. लिंक उघडू नका. OTP देऊ नका.,mr,safe,safe,synthetic_scamshield,none,train
ss-000148,पार्सल कस्टम्स मध्ये अडकले. ₹35 http://192.0.2.10/login वर भरा.,mr,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000149,"दवाई लेना मत भूलना, लिंक नहीं भेज रहा।",hi,safe,safe,synthetic_scamshield,none,train
ss-000150,आपको Paytm पर ₹25000 मिले हैं। क्रेडिट के लिए UPI पिन http://verify-kyc.example.in/update पर दर्ज करें।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000151,Urgent: complete HDFC video KYC on http://verify-kyc.example.in/update to keep UPI active.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000152,"Light bill official app se paid hai, koi link nahi hai.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000153,Urgent: complete SBI video KYC on http://192.0.2.10/login to keep UPI active.,en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000157,आपका HDFC KYC समाप्त हो गया है। खाता बंद होने से पहले http://192.0.2.10/login पर अपडेट करें।,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000159,HDFC KYC pending hai. Jaldi http://192.0.2.10/login pe update karo warna account band ho jayega.,hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000160,"You are selected for instant loan approval, click to proceed jaldi kare",hinglish,scam,loan,hf_karanverma19,urgency|suspicious_url|loan,train
ss-000161,"ICICI व्हिडिओ केवायसी http://192.0.2.10/login वर पूर्ण करा, नाहीतर यूपीआय बंद होईल.",mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000162,Google is hiring data entry. WhatsApp your Aadhaar and bank details.,en,scam,job,synthetic_scamshield,job_offer|payment_request|sensitive_info_request,train
ss-000163,"ICICI helpline se call hai, ATM PIN verify karna hai abhi.",hinglish,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000164,बिजली बिल आधिकारिक ऐप से चुकाया गया। कोई लिंक नहीं है।,hi,safe,safe,synthetic_scamshield,none,train
ss-000166,Your ICICI debit card is blocked. Share OTP and login at http://verify-kyc.example.in/update to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000170,"Aapka HDFC KYC expire ho gaya hai, account block hone se pehle link open karo http://verify-kyc.example.in/update.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000172,PhonePe वर पैसे अडकले आहेत. UPI पिन http://192.0.2.10/login वर टाका.,mr,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000174,बिजली 2 घंटे में कटेगी। बिल http://192.0.2.10/login पर भरें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000175,तुमचे ICICI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://192.0.2.10/login उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000177,Income tax refund pending. Submit PAN on http://192.0.2.10/login immediately.,en,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000179,PhonePe रिफंड अटका है। http://verify-kyc.example.in/update पर पिन डालकर पाएं।,hi,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000180,No documents loan disbursed today. First pay GST on http://verify-kyc.example.in/update.,en,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000184,"Bank of Baroda: Rs.1,200.50 debited from a/c XX47 on 12-Aug at POS. If not you, use official Bank of Baroda app.",en,safe,safe,synthetic_scamshield,none,train
ss-000185,Your ICICI debit card is blocked. Share OTP and login at http://192.0.2.10/login to unblock.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000186,HDFC अधिकृत संदेश: पिन शेअर करा आणि http://verify-kyc.example.in/update उघडा.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000189,आपका ICICI कार्ड ब्लॉक है। अनब्लॉक करने हेतु http://verify-kyc.example.in/update खोलें।,hi,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000191,This is ICICI official. Your account will be closed. Call and share OTP now.,en,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000192,"Dear customer, your HDFC KYC has expired. Click http://verify-kyc.example.in/update immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000193,"You are selected for instant loan approval, click to proceed please act now",hi,scam,loan,hf_karanverma19,suspicious_url|loan,train
ss-000194,"KBC me 25 lakh jeete ho, processing tax http://verify-kyc.example.in/update pe bharo.",hinglish,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000195,"Dear customer, your SBI KYC has expired. Click http://192.0.2.10/login immediately to prevent account blocking.",en,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000196,तुरंत HDFC केवाईसी पूरा करें वरना आपका खाता ब्लॉक हो जाएगा http://192.0.2.10/login,hi,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000197,Aapka Axis account block ho raha hai. OTP share karo aur http://192.0.2.10/login kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000200,तुमचे आधार निलंबित. http://verify-kyc.example.in/update वर पुन्हा पडताळणी करा.,mr,scam,phishing,synthetic_scamshield,suspicious_url|urgency|sensitive_info_request,train
ss-000201,"You received Rs 50,000. Confirm UPI PIN on http://192.0.2.10/login to credit your PhonePe wallet.",en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000203,बक्षीस मिळवण्यासाठी बँक डिटेल्स आणि OTP द्या.,mr,scam,lottery,synthetic_scamshield,prize_lottery|payment_request|urgency,train
ss-000204,"Salary aa gayi account me, payslip HR portal pe hai.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000206,Axis केवाईसी पूरा है। लिंक पर क्लिक न करें और ओटीपी साझा न करें।,hi,safe,safe,synthetic_scamshield,none,train
ss-000209,Your loan is sanctioned. Transfer insurance premium to release funds.,en,scam,loan,synthetic_scamshield,loan_offer|payment_request|suspicious_url|urgency,train
ss-000210,पत्ता अपुरा. अतिरिक्त भाडे http://192.0.2.10/login वर द्या.,mr,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000211,Google Pay पेमेंट यशस्वी. संदर्भ [REF].,mr,safe,safe,synthetic_scamshield,none,train
ss-000212,बिल अधिकृत अॅपने भरले. काही करायची गरज नाही.,mr,safe,safe,synthetic_scamshield,none,train
ss-000214,"Axis KYC already complete hai. Koi link mat kholna, OTP mat dena.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000216,"UPI PIN kabhi share mat karna, refund ke naam pe bhi nahi.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000217,"आपका KYC पूरा नहीं है, तुरंत अपडेट करें please act now",en,scam,kyc,hf_karanverma19,urgency|kyc_language|kyc,train
ss-000220,"Mummy, hostel pahunch gaya, shaam ko call karta hoon.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000222,Library books are due Friday. Renew on the college portal.,en,safe,safe,synthetic_scamshield,none,train
ss-000223,वाढदिवस मंगल भवन. UPI नको.,mr,safe,safe,synthetic_scamshield,none,train
ss-000225,Your PhonePe payment of Rs 1 failed. Pay the remaining Rs 1 on http://verify-kyc.example.in/update to receive a refund.,en,scam,upi_payment,synthetic_scamshield,payment_request|otp_request|suspicious_url|urgency,train
ss-000226,"Aapka parcel customs me atka hai, ₹35 pay karke release kare jaldi kare",hinglish,scam,delivery,hf_karanverma19,urgency|delivery,train
ss-000227,"Aapka KYC expire ho gaya hai, turant link kholo http://verify-kyc.example.in/update nahi to banking ruk jayegi.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000229,Aapka SBI account block ho raha hai. OTP share karo aur http://192.0.2.10/login kholo.,hinglish,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000230,बिजली 2 घंटे में कटेगी। बिल http://verify-kyc.example.in/update पर भरें।,hi,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
ss-000231,"Aapka ICICI KYC expire ho gaya hai, account block hone se pehle link open karo http://verify-kyc.example.in/update.",hinglish,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000234,"Stock tips guaranteed profit, advisory fee UPI pe bhejo.",hinglish,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000235,HDFC OTP for login is [OTP]. Do not share with anyone.,en,safe,safe,synthetic_scamshield,none,train
ss-000237,आपका Google Pay भुगतान सफल रहा। रेफरेंस [REF]।,hi,safe,safe,synthetic_scamshield,none,train
ss-000238,"Happy birthday! Dinner at home tonight, no need to transfer money.",en,safe,safe,synthetic_scamshield,none,train
ss-000241,24 घंटे में पैसा डबल। http://192.0.2.10/login पर निवेश करें।,hi,scam,investment,synthetic_scamshield,investment_return|payment_request|urgency,train
ss-000243,ग्राहक सेवा: ऑर्डर अडकला. OTP सांगा.,mr,scam,customer_care,synthetic_scamshield,customer_care|otp_request|bank_impersonation,train
ss-000244,Axis खाते ब्लॉक होणार आहे. OTP http://192.0.2.10/login वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000245,Your parcel is stuck in customs. Pay Rs 35 at http://192.0.2.10/login to release.,en,scam,delivery,synthetic_scamshield,delivery_threat|payment_request|suspicious_url,train
ss-000246,"You are selected for instant loan approval, click to proceed please act now",en,scam,loan,hf_karanverma19,suspicious_url|loan,train
ss-000247,ICICI खाते ब्लॉक होणार आहे. OTP http://192.0.2.10/login वर द्या.,mr,scam,bank_impersonation,synthetic_scamshield,bank_impersonation|otp_request|urgency|suspicious_url,train
ss-000248,"Job ke liye college portal use hua, koi registration fee nahi.",hinglish,safe,safe,synthetic_scamshield,none,train
ss-000250,तुमचे HDFC KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://verify-kyc.example.in/update उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000252,"आपका KYC पूरा नहीं है, तुरंत अपडेट करें",hi,scam,kyc,hf_karanverma19,urgency|kyc_language|kyc,train
ss-000253,तुमचे ICICI KYC कालबाह्य झाले आहे. खाते ब्लॉक होण्यापूर्वी http://verify-kyc.example.in/update उघडा.,mr,scam,kyc,synthetic_scamshield,urgency|kyc_language|account_block_threat|suspicious_url,train
ss-000257,Electricity will be cut in 2 hours. Pay pending bill only on http://verify-kyc.example.in/update.,en,scam,other,synthetic_scamshield,urgency|suspicious_url|impersonation,train
